time,no1_el,no2_el,no3_el,no4_el,no1_rt,no2_rt,no3_rt,no4_rt,abs
2019-02-15 PM 10:00,-0.2,-0.09,0,0.4,0,0,0,0,0
2019-02-15 PM 11:00,-0.2,-0.09,0,0.4,0,0,0,0,0
2019-02-16 AM 12:00,-0.2,-0.09,0,0.4,0,0,0,0.02,0
2019-02-16 AM 1:00,-0.2,-0.09,0.01,0.4,0,0,0,0,0
2019-02-16 AM 2:00,-0.2,-0.1,0.01,0.4,0,0,0,0.01,0
2019-02-16 AM 3:00,-0.2,-0.09,0,0.4,0,0,0,0,0
2019-02-16 AM 4:00,-0.2,-0.09,0,0.4,0,0,0,0.01,0
2019-02-16 AM 5:00,-0.2,-0.09,0.01,0.4,0,0,0,0,0
2019-02-16 AM 6:00,-0.2,-0.09,0,0.4,0,0,0,0,0
2019-02-16 AM 7:00,-0.2,-0.1,0.01,0.4,0,0,0,0,0
2019-02-16 AM 8:00,-0.2,-0.11,0,0.4,0,0,0,0,0
2019-02-16 AM 9:00,-0.2,-0.11,0,0.4,0,0,0,0,0
2019-02-16 AM 10:00,-0.2,-0.11,0.01,0.4,0,0,0,0,0
2019-02-16 AM 11:00,-0.2,-0.11,0,0.4,0,0,0,0,0
2019-02-16 PM 12:00,-0.2,-0.11,0.01,0.4,0,0,0,0,0
2019-02-16 PM 1:00,-0.2,-0.11,0.01,0.4,0,0,0,0,0
2019-02-16 PM 2:00,-0.2,-0.11,0.01,0.4,0,0,0,0,0
2019-02-16 PM 3:00,-0.2,-0.1,0.01,0.4,0,0,0,0,0
2019-02-16 PM 4:00,-0.2,-0.11,0,0.4,0,0,0,0,0
2019-02-16 PM 5:00,-0.2,-0.1,0,0.4,0,0,0,0,0
2019-02-16 PM 6:00,-0.2,-0.1,0,0.4,0,0,0,0,0
2019-02-16 PM 7:00,-0.19,-0.09,0,0.4,0,0,0,0.01,0
2019-02-16 PM 8:00,-0.2,-0.09,0,0.4,0,0,0,0,0
2019-02-16 PM 9:00,-0.19,-0.09,0.01,0.4,0,0,0,0,0
2019-02-16 PM 10:00,-0.2,-0.09,0.01,0.4,0,0,0,0,0
2019-02-16 PM 11:00,-0.2,-0.09,0.01,0.4,0,0,0,0,0
2019-02-17 AM 12:00,-0.2,-0.09,0,0.4,0,0,0,0,0
2019-02-17 AM 1:00,-0.2,-0.09,0,0.4,0,0,0,0,0
2019-02-17 AM 2:00,-0.2,-0.09,0.01,0.4,0,0,0,0,0
2019-02-17 AM 3:00,-0.2,-0.1,0.01,0.4,0,0,0,0,0
2019-02-17 AM 4:00,-0.2,-0.1,0.01,0.4,0,0,0,0,0
2019-02-17 AM 5:00,-0.2,-0.1,0.01,0.4,0,0,0,0,0
2019-02-17 AM 6:00,-0.2,-0.11,0,0.4,0,0,0,0,0
2019-02-17 AM 7:00,-0.2,-0.11,0.01,0.4,0,0,0,0,0
2019-02-17 AM 8:00,-0.2,-0.11,0.01,0.4,0,0,0,0,0
2019-02-17 AM 9:00,-0.2,-0.13,0.01,0.4,0,0,0,0,0
2019-02-17 AM 10:00,-0.2,-0.14,0.01,0.4,0,0,0,0,0
2019-02-17 AM 11:00,-0.2,-0.15,0.01,0.4,0,0,0,0,0
2019-02-17 PM 12:00,-0.2,-0.14,0.01,0.4,0,0,0,0.01,0
2019-02-17 PM 1:00,-0.2,-0.14,0.01,0.4,0,0,0,0,0
2019-02-17 PM 2:00,-0.2,-0.13,0.01,0.4,0,0,0,0,0
2019-02-17 PM 3:00,-0.2,-0.12,0,0.4,0,0,0,0,0
2019-02-17 PM 4:00,-0.2,-0.12,0,0.4,0,0,0,0,0.02
2019-02-17 PM 5:00,-0.2,-0.11,0,0.4,0,-0.01,0,0,0.03
2019-02-17 PM 6:00,-0.2,-0.1,0,0.4,0,0,0,0.02,0.04
2019-02-17 PM 7:00,-0.2,-0.1,0,0.4,0,0,0,0.01,0
2019-02-17 PM 8:00,-0.2,-0.1,0.01,0.4,0,0,0,0,0
2019-02-17 PM 9:00,-0.2,-0.09,0.01,0.4,0,0,0,0,0
2019-02-17 PM 10:00,-0.2,-0.09,0,0.4,0,0,0,0,0
2019-02-17 PM 11:00,-0.19,-0.08,0,0.4,0,0,0,0,0
2019-02-18 AM 12:00,-0.2,-0.09,0.01,0.4,0,0,0,0,0
2019-02-18 AM 1:00,-0.2,-0.09,0.01,0.4,0,0,0,0,0
2019-02-18 AM 2:00,-0.2,-0.09,0.01,0.4,0,0,0,0,0
2019-02-18 AM 3:00,-0.2,-0.08,0.01,0.4,0,0,0,0,0
2019-02-18 AM 4:00,-0.2,-0.1,0,0.4,0,0,0,0,0
2019-02-18 AM 5:00,-0.2,-0.1,0.01,0.4,0,0,0,0,0
2019-02-18 AM 6:00,-0.2,-0.1,0.01,0.4,0,0,0,0,0
2019-02-18 AM 7:00,-0.2,-0.1,0,0.4,0,0,0,0,0
2019-02-18 AM 8:00,-0.2,-0.11,0.01,0.4,0,0,0,0,0
2019-02-18 AM 9:00,-0.2,-0.11,0,0.4,0,0,0,0,0
2019-02-18 AM 10:00,-0.2,-0.11,0.01,0.4,0,0,0,0,0
2019-02-18 AM 11:00,-0.2,-0.12,0.01,0.4,0,0,0,0.02,0
2019-02-18 PM 12:00,-0.2,-0.12,0.01,0.4,0,0,0,0,0
2019-02-18 PM 1:00,-0.2,-0.12,0,0.4,0,0,0,0.03,0.04
2019-02-18 PM 2:00,-0.2,-0.12,0,0.4,0,0,0,0.13,0.11
2019-02-18 PM 3:00,-0.2,-0.11,0,0.4,0,0,0,0.02,0.16
2019-02-18 PM 4:00,-0.2,-0.1,0,0.4,0,0,0,0.02,0.03
2019-02-18 PM 5:00,-0.2,-0.1,0,0.4,0,0,0,0,0.12
2019-02-18 PM 6:00,-0.2,-0.11,0.01,0.4,0,0,0,0,0.2
2019-02-18 PM 7:00,-0.2,-0.1,0,0.4,0,0,0,0.01,0.03
2019-02-18 PM 8:00,-0.2,-0.09,0.01,0.4,0,0,0,0,0
2019-02-18 PM 9:00,-0.2,-0.09,0,0.4,0,0,0,0.01,0.17
2019-02-18 PM 10:00,-0.2,-0.08,0.01,0.4,0,0,0,0.05,0.34
2019-02-18 PM 11:00,-0.2,-0.09,0,0.4,0,0,0,0.04,0.24
2019-02-19 AM 12:00,-0.2,-0.08,0,0.4,0,0,0,0.01,0
2019-02-19 AM 1:00,-0.2,-0.09,0.01,0.4,0,0,0,0.03,0
2019-02-19 AM 2:00,-0.19,-0.08,0,0.4,0,0,0,0.01,0
2019-02-19 AM 3:00,-0.19,-0.08,0,0.4,0,0,0,0,0
2019-02-19 AM 4:00,-0.2,-0.07,0,0.4,0,0,0,0.09,0
2019-02-19 AM 5:00,-0.2,-0.06,0.01,0.4,0,0,0,0,0
2019-02-19 AM 6:00,-0.19,-0.08,0.01,0.4,0,0,0,0.07,0
2019-02-19 AM 7:00,-0.2,-0.07,0.01,0.4,0,0,0,0.02,0
2019-02-19 AM 8:00,-0.18,-0.07,0,0.4,0,0,0,0.05,0
2019-02-19 AM 9:00,-0.19,-0.08,0,0.4,0,0,0,0,0
2019-02-19 AM 10:00,-0.2,-0.08,0,0.4,0,-0.02,0,0.03,0
2019-02-19 AM 11:00,-0.2,-0.07,0,0.4,0,0,0,0,0
2019-02-19 PM 12:00,-0.2,-0.08,0.01,0.4,0,0,0,0,0
2019-02-19 PM 1:00,-0.2,-0.08,0.01,0.4,0,0,0,0.01,0
2019-02-19 PM 2:00,-0.2,-0.08,0.01,0.4,0,0,0,0,0
2019-02-19 PM 3:00,-0.19,-0.07,0.01,0.4,0,0,0,0,0
2019-02-19 PM 4:00,-0.19,-0.07,0.01,0.4,0,0,0,0,0
2019-02-19 PM 5:00,-0.19,-0.07,0.01,0.4,0,0,0,0,0
2019-02-19 PM 6:00,-0.19,-0.05,0,0.4,0,0,0,0,0
2019-02-19 PM 7:00,-0.18,-0.06,0.01,0.4,0,0,0,0,0
2019-02-19 PM 8:00,-0.18,-0.05,0.01,0.4,0,0,0,0,0
2019-02-19 PM 9:00,-0.18,-0.06,0.01,0.4,0,0,0,0,0
2019-02-19 PM 10:00,-0.18,-0.05,0,0.4,0,0,0,0,0
2019-02-19 PM 11:00,-0.18,-0.05,0,0.4,0,0,0,0,0
2019-02-20 AM 12:00,-0.19,-0.05,0,0.4,0,0,0,0,0
2019-02-20 AM 1:00,-0.18,-0.07,0.01,0.4,0,0,0,0.01,0
2019-02-20 AM 2:00,-0.18,-0.06,0,0.4,0,0,0,0.01,0
2019-02-20 AM 3:00,-0.18,-0.07,0,0.4,0,0,0,0,0
2019-02-20 AM 4:00,-0.19,-0.07,0,0.4,0,0,0,0,0
2019-02-20 AM 5:00,-0.19,-0.07,0,0.4,0,0,0,0,0
2019-02-20 AM 6:00,-0.19,-0.07,0,0.4,0,0,0,0,0
2019-02-20 AM 7:00,-0.2,-0.08,0,0.4,0,0,0,0,0
2019-02-20 AM 8:00,-0.2,-0.1,0,0.4,0,0,0,0,0
2019-02-20 AM 9:00,-0.2,-0.09,0.01,0.4,0,0,0,0.01,0
2019-02-20 AM 10:00,-0.2,-0.08,0,0.4,0,0,0,0,0
2019-02-20 AM 11:00,-0.2,-0.09,0.01,0.4,0,0,0,0,0
2019-02-20 PM 12:00,-0.2,-0.09,0,0.4,0,0,0,0.01,0
2019-02-20 PM 1:00,-0.2,-0.09,0,0.4,0,0,0,0,0
2019-02-20 PM 2:00,-0.2,-0.1,0,0.4,0,0,0,0.01,0
2019-02-20 PM 3:00,-0.19,-0.09,0.01,0.4,0,0,0,0.01,0
2019-02-20 PM 4:00,-0.2,-0.08,0.01,0.4,0,0,0,0.06,0
2019-02-20 PM 5:00,-0.18,-0.08,0.01,0.4,0,0,0,0.02,0
2019-02-20 PM 6:00,-0.18,-0.06,0,0.4,0,0,0,0.03,0
2019-02-20 PM 7:00,-0.18,-0.06,0,0.4,0,0,0,0.02,0
2019-02-20 PM 8:00,-0.17,-0.05,0,0.4,0,0,0,0.01,0
2019-02-20 PM 9:00,-0.18,-0.04,0,0.4,0,0,0,0.02,0
2019-02-20 PM 10:00,-0.18,-0.04,0,0.4,0,0,0,0,0
2019-02-20 PM 11:00,-0.16,-0.05,0.02,0.4,0,0,0,0,0
2019-02-21 AM 12:00,-0.17,-0.04,0,0.4,0,0,0,0.01,0
2019-02-21 AM 1:00,-0.17,-0.05,0.01,0.4,0,0,0,0.01,0
2019-02-21 AM 2:00,-0.17,-0.05,0.01,0.4,0,0,0,0,0
2019-02-21 AM 3:00,-0.18,-0.06,0,0.4,0,0,0,0.01,0
2019-02-21 AM 4:00,-0.18,-0.06,0,0.4,0,0,0,0.01,0
2019-02-21 AM 5:00,-0.19,-0.06,0,0.4,0,0,0,0,0
2019-02-21 AM 6:00,-0.19,-0.07,0,0.4,0,0,0,0,0
2019-02-21 AM 7:00,-0.19,-0.07,0,0.4,0,0,0,0,0
2019-02-21 AM 8:00,-0.2,-0.08,0,0.4,0,0,0,0,0
2019-02-21 AM 9:00,-0.2,-0.09,0,0.4,0,0,0,0.01,0
2019-02-21 AM 10:00,-0.2,-0.09,0,0.4,0,0,0,0,0
2019-02-21 AM 11:00,-0.2,-0.09,0.01,0.4,0,0,0,0.03,0
2019-02-21 PM 12:00,-0.2,-0.09,0.01,0.4,0,0,0,0.01,0
2019-02-21 PM 1:00,-0.2,-0.08,0,0.4,0,0,0,0.01,0
2019-02-21 PM 2:00,-0.2,-0.08,0,0.4,0,0,0,0,0
2019-02-21 PM 3:00,-0.19,-0.07,0.01,0.4,0,0,0,0,0
2019-02-21 PM 4:00,-0.18,-0.07,0.01,0.4,0,0,0,0.03,0
2019-02-21 PM 5:00,-0.16,-0.06,0,0.4,0,0,0,0.05,0
2019-02-21 PM 6:00,-0.15,-0.05,0.01,0.4,0,0,0,0.03,0
2019-02-21 PM 7:00,-0.15,-0.02,0,0.4,0,0,0,0.02,0
2019-02-21 PM 8:00,-0.15,-0.03,0.01,0.4,0,0,0,0.02,0
2019-02-21 PM 9:00,-0.14,-0.03,0.01,0.4,0,0,0,0.06,0
2019-02-21 PM 10:00,-0.14,-0.01,0.01,0.4,0,0,0,0.13,0
2019-02-21 PM 11:00,-0.15,-0.03,0.01,0.4,0,0,0,0.04,0
2019-02-22 AM 12:00,-0.14,-0.03,0,0.4,0,0,0,0.03,0
2019-02-22 AM 1:00,-0.16,-0.02,0,0.4,0,0,0,0.05,0
2019-02-22 AM 2:00,-0.15,-0.02,0.01,0.4,0,0,0,0.05,0
2019-02-22 AM 3:00,-0.15,-0.02,0.01,0.4,0,0,0,0.07,0
2019-02-22 AM 4:00,-0.15,-0.03,0,0.4,0,0,0,0.02,0
2019-02-22 AM 5:00,-0.14,-0.01,0,0.4,0,0,0,0.02,0
2019-02-22 AM 6:00,-0.16,-0.04,0,0.4,0,0,0,0,0
2019-02-22 AM 7:00,-0.17,-0.03,0,0.4,0,0,0,0.02,0
2019-02-22 AM 8:00,-0.17,-0.05,0.01,0.4,0,0,0,0.03,0
2019-02-22 AM 9:00,-0.17,-0.05,0.01,0.4,0,0,0,0.04,0
2019-02-22 AM 10:00,-0.18,-0.06,0,0.4,0,0,0,0.03,0
2019-02-22 AM 11:00,-0.18,-0.04,0,0.4,0,0,0,0.06,0
2019-02-22 PM 12:00,-0.17,-0.04,0,0.4,0,0,0,0.03,0.06
2019-02-22 PM 1:00,-0.16,-0.04,0.01,0.4,0,0,0,0.06,0
2019-02-22 PM 2:00,-0.14,-0.04,0.01,0.4,0,0,0,0.04,0
2019-02-22 PM 3:00,-0.15,-0.03,0.01,0.4,0,0,0,0.01,0
2019-02-22 PM 4:00,-0.14,-0.02,0.01,0.4,0,0,0,0.02,0
2019-02-22 PM 5:00,-0.13,-0.01,0,0.4,0,0,0,0.09,0
2019-02-22 PM 6:00,-0.12,-0.01,0,0.4,0,0,0,0.13,0
2019-02-22 PM 7:00,-0.12,-0.01,0,0.4,0,0,0,0.1,0
2019-02-22 PM 8:00,-0.11,0,0,0.4,0,0,0,0.03,0
2019-02-22 PM 9:00,-0.11,0,0.01,0.4,0,0,0,0.02,0
2019-02-22 PM 10:00,-0.11,0,0,0.4,0,0,0,0.07,0
2019-02-22 PM 11:00,-0.11,-0.01,0,0.4,0,0,0,0.04,0
2019-02-23 AM 12:00,-0.12,-0.01,0.01,0.4,0,0,0,0.02,0
2019-02-23 AM 1:00,-0.12,0,0.01,0.4,0,0,0,0.03,0
2019-02-23 AM 2:00,-0.12,-0.01,0.01,0.4,0,0,0,0.04,0
2019-02-23 AM 3:00,-0.11,-0.01,0.01,0.4,0,0,0,0.1,0
2019-02-23 AM 4:00,-0.13,-0.01,0,0.4,0,0,0,0.05,0
2019-02-23 AM 5:00,-0.13,-0.01,0,0.4,0,0,0,0.05,0
2019-02-23 AM 6:00,-0.13,-0.01,0.01,0.4,0,0,0,0.01,0
2019-02-23 AM 7:00,-0.14,-0.02,0,0.4,0,0,0,0.02,0
2019-02-23 AM 8:00,-0.14,-0.02,0.01,0.4,0,0,0,0.07,0
2019-02-23 AM 9:00,-0.14,-0.03,0.01,0.4,0,0,0,0.06,0
2019-02-23 AM 10:00,-0.16,-0.03,0.01,0.4,0,0,0,0.01,0
2019-02-23 AM 11:00,-0.15,-0.01,0.01,0.4,0,0,0,0.05,0
2019-02-23 PM 12:00,-0.15,-0.02,0,0.4,0,0,0,0.03,0
2019-02-23 PM 1:00,-0.13,-0.03,0.01,0.4,0,0,0,0.07,0
2019-02-23 PM 2:00,-0.13,-0.02,0.01,0.4,0,0,0,0.05,0
2019-02-23 PM 3:00,-0.13,-0.02,0,0.4,0,0,0,0.03,0
2019-02-23 PM 4:00,-0.1,-0.02,0,0.4,0,0,0,0.04,0
2019-02-23 PM 5:00,-0.12,-0.01,0,0.4,0,0,0,0.03,0
2019-02-23 PM 6:00,-0.11,-0.01,0,0.4,0,0,0,0.02,0
2019-02-23 PM 7:00,-0.12,0,0.01,0.4,0,0,0,0.01,0
2019-02-23 PM 8:00,-0.11,-0.01,0,0.4,0,0,0,0.06,0
2019-02-23 PM 9:00,-0.11,-0.01,0,0.4,0,0,0,0.01,0
2019-02-23 PM 10:00,-0.11,-0.01,0,0.4,0,0,0,0.06,0
2019-02-23 PM 11:00,-0.1,-0.01,0.01,0.4,0,0,0,0.07,0
2019-02-24 AM 12:00,-0.11,-0.01,0.01,0.4,0,0,0,0.08,0
2019-02-24 AM 1:00,-0.11,-0.01,0.01,0.4,0,0,0,0.03,0
2019-02-24 AM 2:00,-0.12,-0.01,0,0.4,0,0,0,0.02,0
2019-02-24 AM 3:00,-0.13,-0.01,0,0.4,0,0,0,0.05,0
2019-02-24 AM 4:00,-0.14,-0.01,0.01,0.4,0,0,0,0.01,0
2019-02-24 AM 5:00,-0.13,-0.02,0.01,0.4,0,0,0,0.03,0
2019-02-24 AM 6:00,-0.14,-0.01,0,0.4,0,0,0,0.04,0
2019-02-24 AM 7:00,-0.14,-0.02,0,0.4,0,0,0,0,0
2019-02-24 AM 8:00,-0.15,-0.02,0.01,0.4,0,0,0,0,0
2019-02-24 AM 9:00,-0.17,-0.03,0,0.4,0,0,0,0.03,0
2019-02-24 AM 10:00,-0.17,-0.03,0.01,0.4,0,0,0,0.66,0
2019-02-24 AM 11:00,-0.17,-0.04,0,0.4,0,0,0,0,0.03
2019-02-24 PM 12:00,-0.16,-0.05,0,0.4,0,0,0,0.02,0.07
2019-02-24 PM 1:00,-0.16,-0.03,0.01,0.4,0,0,0,0.03,0.07
2019-02-24 PM 2:00,-0.14,-0.04,0,0.4,0,0,0,0.04,0.02
2019-02-24 PM 3:00,-0.14,-0.03,0.01,0.4,0,0,0,0.03,0
2019-02-24 PM 4:00,-0.12,-0.01,0,0.4,0,0,0,0.01,0
2019-02-24 PM 5:00,-0.12,-0.01,0.01,0.4,0,0,0,0.11,0.04
2019-02-24 PM 6:00,-0.11,-0.01,0.01,0.4,0,0,0,0.11,0.03
2019-02-24 PM 7:00,-0.1,0,0.01,0.4,0,0,0,0.11,0.03
2019-02-24 PM 8:00,-0.11,0,0.01,0.4,0,0,0,0.13,0.03
2019-02-24 PM 9:00,-0.11,0,0,0.4,0,0,0,0.08,0.04
2019-02-24 PM 10:00,-0.11,0,0.01,0.4,0,0,0,0.01,0
2019-02-24 PM 11:00,-0.1,0,0,0.4,0,0,0,0.08,0
2019-02-25 AM 12:00,-0.1,0,0,0.4,0,0,0,0.03,0
2019-02-25 AM 1:00,-0.1,0,0.01,0.4,0,0,0,0.07,0
2019-02-25 AM 2:00,-0.11,0,0,0.4,0,0,0,0.05,0
2019-02-25 AM 3:00,-0.11,0,0.01,0.4,0,0,0,0.09,0
2019-02-25 AM 4:00,-0.11,0,0.01,0.4,0,0,0,0.06,0
2019-02-25 AM 5:00,-0.11,0,0,0.4,0,0,0,0.02,0
2019-02-25 AM 6:00,-0.12,0,0.01,0.4,0,0,0,0.01,0
2019-02-25 AM 7:00,-0.12,0,0.01,0.4,0,0,0,0.15,0
2019-02-25 AM 8:00,-0.12,0,0.01,0.4,0,0,0,0.06,0
2019-02-25 AM 9:00,-0.12,-0.01,0,0.4,0,0,0,0.01,0
2019-02-25 AM 10:00,-0.12,-0.01,0,0.4,0,0,0,0.05,0
2019-02-25 AM 11:00,-0.13,-0.01,0,0.4,0,0,0,0.03,0
2019-02-25 PM 12:00,-0.13,-0.01,0,0.4,0,0,0,0.03,0
2019-02-25 PM 1:00,-0.12,-0.01,0,0.4,0,0,0,0.05,0
2019-02-25 PM 2:00,-0.11,0,0,0.4,0,0,0,0.11,0
2019-02-25 PM 3:00,-0.1,0,0,0.4,0,0,0,0.16,0
2019-02-25 PM 4:00,-0.1,0,0,0.4,0,0,0,0.2,0
2019-02-25 PM 5:00,-0.1,0,0,0.4,0,0,0,0.17,0
2019-02-25 PM 6:00,-0.1,0,0,0.4,0,0,0,0.16,0
2019-02-25 PM 7:00,-0.1,0,0,0.4,0,0,0,0.12,0
2019-02-25 PM 8:00,-0.1,0,0.01,0.4,0,0,0,0.11,0
2019-02-25 PM 9:00,-0.1,0,0,0.4,0,0,0,0.14,0
2019-02-25 PM 10:00,-0.1,0,0,0.4,0,0,0,0.11,0
2019-02-25 PM 11:00,-0.1,0,0,0.4,0,0,0,0.05,0
2019-02-26 AM 12:00,-0.1,0,0,0.4,0,0,0,0.07,0
2019-02-26 AM 1:00,-0.1,0,0,0.4,0,0,0,0.07,0
2019-02-26 AM 2:00,-0.1,0,0,0.4,0,0,0,0.07,0
2019-02-26 AM 3:00,-0.1,0,0,0.4,0,0,0,0.08,0
2019-02-26 AM 4:00,-0.1,0,0.01,0.4,0,0,0,0.09,0
2019-02-26 AM 5:00,-0.1,0,0,0.4,0,0,0,0.19,0
2019-02-26 AM 6:00,-0.1,0,0.01,0.4,0,0,0,0.09,0
2019-02-26 AM 7:00,-0.1,0,0.01,0.4,0,0,0,0.04,0
2019-02-26 AM 8:00,-0.1,0,0.01,0.4,0,0,0,0.07,0
2019-02-26 AM 9:00,-0.1,0,0,0.4,0,0,0,0.12,0
2019-02-26 AM 10:00,-0.1,0,0.01,0.4,0,0,0,0.22,0
2019-02-26 AM 11:00,-0.1,0,0,0.4,0,0,0,0.09,0
2019-02-26 PM 12:00,-0.1,0,0.01,0.4,0,0,0,0.09,0
2019-02-26 PM 1:00,-0.1,0,0.01,0.4,0,0,0,0.14,0
2019-02-26 PM 2:00,-0.1,0,0,0.4,0,0,0,0.11,0
2019-02-26 PM 3:00,-0.1,0,0,0.4,0,0,0,0.06,0
2019-02-26 PM 4:00,-0.1,0,0,0.4,0,0,0,0.12,0
2019-02-26 PM 5:00,-0.1,0,0.01,0.4,0,0,0,0.14,0
2019-02-26 PM 6:00,-0.1,0,0,0.4,0,0,0,0.1,0
2019-02-26 PM 7:00,-0.1,0,0.01,0.4,0,0,0,0.06,0
2019-02-26 PM 8:00,-0.1,0,0,0.4,0,0,0,0.17,0
2019-02-26 PM 9:00,-0.1,0,0.01,0.4,0,0,0,0.13,0
2019-02-26 PM 10:00,-0.1,0,0,0.4,0,0,0,0.17,0
2019-02-26 PM 11:00,-0.1,0,0,0.4,0,0,0,0.14,0
2019-02-27 AM 12:00,-0.1,0,0,0.4,0,0,0,0.08,0
2019-02-27 AM 1:00,-0.1,0,0,0.4,0,0,0,0.09,0
2019-02-27 AM 2:00,-0.1,0,0,0.4,0,0,0,0.09,0
2019-02-27 AM 3:00,-0.1,0,0.01,0.4,0,0,0,0.1,0
2019-02-27 AM 4:00,-0.1,0,0.01,0.4,0,0,0,0.24,0
2019-02-27 AM 5:00,-0.1,0,0,0.4,0,0,0,0.16,0
2019-02-27 AM 6:00,-0.1,0,0,0.4,0,0,0,0.08,0
2019-02-27 AM 7:00,-0.1,0,0,0.4,0,0,0,0.12,0
2019-02-27 AM 8:00,-0.1,0,0.01,0.4,0,0,0,0.16,0
2019-02-27 AM 9:00,-0.1,0,0.01,0.4,0,0,0,0.18,0
2019-02-27 AM 10:00,-0.1,0,0,0.4,0,0,0,0.21,0
2019-02-27 AM 11:00,-0.1,0,0,0.4,0,0,0,0.19,0
2019-02-27 PM 12:00,-0.1,0,0,0.4,0,0,0,0.29,0
2019-02-27 PM 1:00,-0.1,0,0,0.4,0,0,0,0.27,0
2019-02-27 PM 2:00,-0.1,0,0,0.4,0,0,0,0.25,0
2019-02-27 PM 3:00,-0.1,0,0,0.4,0,0,0,0.15,0.15
2019-02-27 PM 4:00,-0.1,0,0,0.4,0,0,0,0.1,0.04
2019-02-27 PM 5:00,-0.1,0,0,0.4,0,0,0,0.04,0
2019-02-27 PM 6:00,-0.1,0,0,0.4,0,0,0,0.06,0.01
2019-02-27 PM 7:00,-0.1,0,0,0.4,0,0,0,0.03,0
2019-02-27 PM 8:00,-0.1,0,0.01,0.4,0,0,0,0.06,0
2019-02-27 PM 9:00,-0.1,0,0.01,0.4,0,0,0,0.1,0
2019-02-27 PM 10:00,-0.1,0,0,0.4,0,0,0,0.06,0
2019-02-27 PM 11:00,-0.1,0,0.01,0.4,0,0,0,0.06,0
2019-02-28 AM 12:00,-0.1,0,0,0.4,0,0,0,0.07,0
2019-02-28 AM 1:00,-0.1,0,0,0.4,0,0,0,0.05,0
2019-02-28 AM 2:00,-0.1,0,0.01,0.4,0,0,0,0.1,0
2019-02-28 AM 3:00,-0.1,0,0,0.4,0,0,0,0.06,0
2019-02-28 AM 4:00,-0.1,0,0,0.4,0,0,0,0.07,0
2019-02-28 AM 5:00,-0.1,0,0,0.4,0,0,0,0.15,0
2019-02-28 AM 6:00,-0.1,0,0.01,0.4,0,0,0,0.06,0
2019-02-28 AM 7:00,-0.1,0,0,0.4,0,0,0,0.09,0
2019-02-28 AM 8:00,-0.1,0,0,0.4,0,0,0,0.18,0
2019-02-28 AM 9:00,-0.1,0,0,0.4,0,0,0,0.22,0
2019-02-28 AM 10:00,-0.1,0,0.01,0.4,0,0,0,0.21,0
2019-02-28 AM 11:00,-0.1,0,0,0.4,0,0,0,0.25,0
2019-02-28 PM 12:00,-0.1,0,0,0.4,0,0,0,0.27,0
2019-02-28 PM 1:00,-0.1,0,0,0.4,0,0,0,0.27,0
2019-02-28 PM 2:00,-0.1,0,0,0.4,0,0,0,0.19,0
2019-02-28 PM 3:00,-0.1,0,0.01,0.4,0,0,0,0.28,0
2019-02-28 PM 4:00,-0.1,0,0,0.4,0,0,0,0.19,0
2019-02-28 PM 5:00,-0.1,0,0,0.4,0,0,0,0.21,0
2019-02-28 PM 6:00,-0.1,0,0,0.4,0,0,0,0.21,0
2019-02-28 PM 7:00,-0.1,0,0,0.4,0,0,0,0.16,0
2019-02-28 PM 8:00,-0.1,0,0,0.4,0,0,0,0.17,0
2019-02-28 PM 9:00,-0.1,0,0,0.4,0,0,0,0.12,0
2019-02-28 PM 10:00,-0.1,0,0,0.4,0,0,0,0.09,0
2019-02-28 PM 11:00,-0.1,0,0.01,0.4,0,0,0,0.15,0
2019-03-01 AM 12:00,-0.1,0,0,0.4,0,0,0,0.07,0
2019-03-01 AM 1:00,-0.1,0,0,0.4,0,0,0,0.04,0
2019-03-01 AM 2:00,-0.1,0,0,0.4,0,0,0,0.04,0
2019-03-01 AM 3:00,-0.1,0,0,0.4,0,0,0,0.06,0
2019-03-01 AM 4:00,-0.1,0,0,0.4,0,0,0,0.08,0
2019-03-01 AM 5:00,-0.1,0,0.01,0.4,0,0,0,0.13,0
2019-03-01 AM 6:00,-0.1,0,0.01,0.4,0,0,0,0.03,0
2019-03-01 AM 7:00,-0.1,0,0.01,0.4,0,0,0,0.1,0
2019-03-01 AM 8:00,-0.1,0,0,0.4,0,0,0,0.09,0
2019-03-01 AM 9:00,-0.1,0,0,0.4,0,0,0,0.13,0
2019-03-01 AM 10:00,-0.1,0,0.01,0.4,0,0,0,0.09,0
2019-03-01 AM 11:00,-0.1,0,0,0.4,0,0,0,0.08,0
2019-03-01 PM 12:00,-0.1,0,0,0.4,0,0,0,0.06,0
2019-03-01 PM 1:00,-0.1,0,0,0.4,0,0,0,0.1,0
2019-03-01 PM 2:00,-0.1,0,0,0.4,0,0,0,0.1,0
2019-03-01 PM 3:00,-0.1,0,0,0.4,0,0,0,0.32,0
2019-03-01 PM 4:00,-0.1,0,0.01,0.4,0,0,0,0.24,0
2019-03-01 PM 5:00,-0.1,0,0,0.4,0,0,0,0.22,0
2019-03-01 PM 6:00,-0.1,0,0,0.4,0,0,0,0.13,0
2019-03-01 PM 7:00,-0.1,0,0,0.4,0,0,0,0.2,0
2019-03-01 PM 8:00,-0.1,0,0,0.4,0,0,0,0.1,0
2019-03-01 PM 9:00,-0.1,0,0,0.4,0,0,0,0.08,0
2019-03-01 PM 10:00,-0.1,0,0.01,0.4,0,0,0,0.13,0
